id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,abilities,description
532,Timburr,Fighting,,75,80,55,25,35,35,6,125,"Guts, Sheer Force",It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.
533,Gurdurr,Fighting,,85,105,85,40,50,40,12,400,"Guts, Sheer Force",This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
534,Conkeldurr,Fighting,,105,140,95,55,65,45,14,870,"Guts, Sheer Force","It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago."
535,Tympole,Water,,50,50,40,50,40,64,5,45,"Swift Swim, Hydration",They warn others of danger by vibrating their cheeks to create a high-pitched sound.
536,Palpitoad,Water,Ground,75,65,55,65,55,69,8,170,"Swift Swim, Hydration","When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
537,Seismitoad,Water,Ground,105,95,75,85,75,74,15,620,"Swift Swim, Poison Touch",They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
538,Throh,Fighting,,120,100,85,30,85,45,13,555,"Guts, Inner Focus","When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts."
539,Sawk,Fighting,,75,125,75,30,75,85,14,510,"Sturdy, Inner Focus",The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.
540,Sewaddle,Bug,Grass,45,53,70,40,60,42,3,25,"Swarm, Chlorophyll",Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.
541,Swadloon,Bug,Grass,55,63,90,50,80,42,5,73,"Leaf Guard, Chlorophyll",Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.
542,Leavanny,Bug,Grass,75,103,80,70,80,92,12,205,"Swarm, Chlorophyll","Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk."
543,Venipede,Bug,Poison,30,45,59,30,39,57,4,53,"Poison Point, Swarm","Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it."
544,Whirlipede,Bug,Poison,40,55,99,40,79,47,12,585,"Poison Point, Swarm","Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies."
545,Scolipede,Bug,Poison,60,100,89,55,69,112,25,2005,"Poison Point, Swarm","With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
546,Cottonee,Grass,Fairy,40,27,60,37,50,66,3,6,"Prankster, Infiltrator","When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
547,Whimsicott,Grass,Fairy,60,67,85,77,75,116,7,66,"Prankster, Infiltrator","Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
548,Petilil,Grass,,45,35,50,70,50,30,5,66,"Chlorophyll, Own Tempo",The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.
549,Lilligant,Grass,,70,60,75,110,75,90,11,163,"Chlorophyll, Own Tempo",Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
550,Basculin-red-striped,Water,,70,92,65,80,55,98,10,180,"Reckless, Adaptability","Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile."
551,Sandile,Ground,Dark,50,72,35,35,35,65,7,152,"Intimidate, Moxie",They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
552,Krokorok,Ground,Dark,60,82,45,45,45,74,10,334,"Intimidate, Moxie",They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.
553,Krookodile,Ground,Dark,95,117,80,65,70,92,15,963,"Intimidate, Moxie","They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
554,Darumaka,Fire,,70,90,45,15,45,50,6,375,"Hustle, Inner Focus","When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep."
555,Darmanitan-standard,Fire,,105,140,55,30,55,95,13,929,"Sheer Force, Zen Mode","Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch."
556,Maractus,Grass,,75,86,67,106,67,60,10,280,"Water Absorb, Chlorophyll",It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.
557,Dwebble,Bug,Rock,50,65,85,35,35,55,3,145,"Sturdy, Shell Armor",This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.
558,Crustle,Bug,Rock,70,105,125,65,75,45,14,2000,"Sturdy, Shell Armor","Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle."
559,Scraggy,Dark,Fighting,50,75,70,35,70,48,6,118,"Shed Skin, Moxie","Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck."
560,Scrafty,Dark,Fighting,65,90,115,45,115,58,11,300,"Shed Skin, Moxie",Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.
561,Sigilyph,Psychic,Flying,72,58,80,103,80,97,14,140,"Wonder Skin, Magic Guard","They never vary the route they fly, because their memories of guarding an ancient city remain steadfast."
562,Yamask,Ghost,,38,30,85,55,65,30,5,15,Mummy,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
563,Cofagrigus,Ghost,,58,50,145,95,105,30,17,765,Mummy,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.
564,Tirtouga,Water,Rock,54,78,103,53,45,22,7,165,"Solid Rock, Sturdy","Restored from a fossil, this Pokémon can dive to depths beyond half a mile."
565,Carracosta,Water,Rock,74,108,133,83,65,32,12,810,"Solid Rock, Sturdy",They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.
566,Archen,Rock,Flying,55,112,45,74,45,70,5,95,Defeatist,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another."
567,Archeops,Rock,Flying,75,140,65,112,65,110,14,320,Defeatist,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight."
568,Trubbish,Poison,,50,50,62,40,62,65,6,310,"Stench, Sticky Hold",Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
569,Garbodor,Poison,,80,95,82,60,82,75,19,1073,"Stench, Weak Armor",It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.
570,Zorua,Dark,,40,65,40,80,40,65,7,125,Illusion,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child."
571,Zoroark,Dark,,60,105,60,120,60,105,16,811,Illusion,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
572,Minccino,Normal,,55,50,40,40,40,75,4,58,"Cute Charm, Technician","They greet one another by rubbing each other with their tails, which are always kept well groomed and clean."
573,Cinccino,Normal,,75,95,60,65,60,115,5,75,"Cute Charm, Technician",Their white fur is coated in a special oil that makes it easy for them to deflect attacks.
574,Gothita,Psychic,,45,30,50,55,65,45,4,58,"Frisk, Competitive",Their ribbonlike feelers increase their psychic power. They are always staring at something.
575,Gothorita,Psychic,,60,45,70,75,85,55,7,180,"Frisk, Competitive",They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.
576,Gothitelle,Psychic,,70,55,95,95,110,65,15,440,"Frisk, Competitive",Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.
577,Solosis,Psychic,,45,30,40,105,50,20,3,10,"Overcoat, Magic Guard",They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
578,Duosion,Psychic,,65,40,50,125,60,30,6,80,"Overcoat, Magic Guard","Since they have two divided brains, at times they suddenly try to take two different actions at once."
579,Reuniclus,Psychic,,110,65,75,125,85,30,10,201,"Overcoat, Magic Guard","When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
580,Ducklett,Water,Flying,62,44,50,44,50,55,5,55,"Keen Eye, Big Pecks",These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.
581,Swanna,Water,Flying,75,87,63,87,63,98,13,242,"Keen Eye, Big Pecks",Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
582,Vanillite,Ice,,36,50,50,65,60,44,4,57,"Ice Body, Snow Cloak",The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.
583,Vanillish,Ice,,51,65,65,80,75,59,11,410,"Ice Body, Snow Cloak","Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
584,Vanilluxe,Ice,,71,95,85,110,95,79,13,575,"Ice Body, Snow Warning","Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards."
585,Deerling,Normal,Grass,60,60,50,40,50,75,6,195,"Chlorophyll, Sap Sipper","The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass."
586,Sawsbuck,Normal,Grass,80,100,70,60,70,95,19,925,"Chlorophyll, Sap Sipper",They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.
587,Emolga,Electric,Flying,55,75,60,75,60,103,4,50,"Static, Motor Drive",The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.
588,Karrablast,Bug,,50,75,45,40,45,60,5,59,"Swarm, Shed Skin",These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
589,Escavalier,Bug,Steel,70,135,105,60,105,20,10,330,"Swarm, Shell Armor","They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely."
590,Foongus,Grass,Poison,69,55,45,55,55,15,2,10,"Effect Spore, Regenerator","It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown."
591,Amoonguss,Grass,Poison,114,85,70,85,80,30,6,105,"Effect Spore, Regenerator","It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
592,Frillish,Water,Ghost,55,40,50,65,85,40,12,330,"Water Absorb, Cursed Body","With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor."
593,Jellicent,Water,Ghost,100,60,70,85,105,60,22,1350,"Water Absorb, Cursed Body","The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished."
594,Alomomola,Water,,165,75,80,40,45,65,12,316,"Healer, Hydration",The special membrane enveloping Alomomola has the ability to heal wounds.
595,Joltik,Bug,Electric,50,47,50,57,50,65,1,6,"Compound Eyes, Unnerve",Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.
596,Galvantula,Bug,Electric,70,77,60,97,60,108,8,143,"Compound Eyes, Unnerve","When attacked, they create an electric barrier by spitting out many electrically charged threads."
597,Ferroseed,Grass,Steel,44,50,91,24,86,10,6,188,Iron Barbs,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away."
598,Ferrothorn,Grass,Steel,74,94,131,54,116,20,10,1100,"Iron Barbs, Anticipation",It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.
599,Klink,Steel,,40,55,70,45,60,30,3,210,"Plus, Minus",The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600,Klang,Steel,,60,80,95,70,85,50,6,510,"Plus, Minus","By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster."
601,Klinklang,Steel,,60,100,115,70,85,90,6,810,"Plus, Minus",The gear with the red core is rotated at high speed for a rapid energy charge.
602,Tynamo,Electric,,35,55,40,45,40,60,2,3,Levitate,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
603,Eelektrik,Electric,,65,85,70,75,70,40,12,220,Levitate,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.
604,Eelektross,Electric,,85,115,80,105,80,50,21,805,Levitate,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
605,Elgyem,Psychic,,55,55,55,85,55,30,5,90,"Telepathy, Synchronize","It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches."
606,Beheeyem,Psychic,,75,75,75,125,95,40,10,345,"Telepathy, Synchronize","It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers."
607,Litwick,Ghost,Fire,50,30,55,65,55,20,3,31,"Flash Fire, Flame Body","Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns."
608,Lampent,Ghost,Fire,60,40,60,95,60,55,6,130,"Flash Fire, Flame Body","This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen."
609,Chandelure,Ghost,Fire,60,55,90,145,90,80,10,343,"Flash Fire, Flame Body","It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance."
610,Axew,Dragon,,46,87,60,30,40,57,6,180,"Rivalry, Mold Breaker",They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.
611,Fraxure,Dragon,,66,117,70,40,50,67,10,360,"Rivalry, Mold Breaker","Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting."
612,Haxorus,Dragon,,76,147,90,60,70,97,18,1055,"Rivalry, Mold Breaker",They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.
613,Cubchoo,Ice,,55,70,40,60,40,40,5,85,"Snow Cloak, Slush Rush","When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases."
614,Beartic,Ice,,95,130,80,70,80,50,26,2600,"Snow Cloak, Slush Rush","It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey."
615,Cryogonal,Ice,,80,50,50,95,135,105,11,1480,Levitate,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice."
616,Shelmet,Bug,,50,40,85,40,65,25,4,77,"Hydration, Shell Armor","When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid."
617,Accelgor,Bug,,80,70,40,100,60,145,8,253,"Hydration, Sticky Hold","When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
618,Stunfisk,Ground,Electric,109,66,84,81,99,32,7,110,"Static, Limber","Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
619,Mienfoo,Fighting,,45,85,50,55,50,65,9,200,"Inner Focus, Regenerator","In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
620,Mienshao,Fighting,,65,125,60,95,60,105,14,355,"Inner Focus, Regenerator",It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.
621,Druddigon,Dragon,,77,120,90,60,90,48,16,1390,"Rough Skin, Sheer Force","It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
622,Golett,Ground,Ghost,59,74,50,35,50,35,10,920,"Iron Fist, Klutz","The energy that burns inside it enables it to move, but no one has yet been able to identify this energy."
623,Golurk,Ground,Ghost,89,124,80,55,80,55,28,3300,"Iron Fist, Klutz",It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
624,Pawniard,Dark,Steel,45,85,70,40,40,60,5,102,"Defiant, Inner Focus","Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river."
625,Bisharp,Dark,Steel,65,125,100,60,70,70,16,700,"Defiant, Inner Focus","It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses."
626,Bouffalant,Normal,,95,110,95,40,95,55,16,946,"Reckless, Sap Sipper","Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
627,Rufflet,Normal,Flying,70,83,50,37,50,60,5,105,"Keen Eye, Sheer Force","They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is."
628,Braviary,Normal,Flying,100,123,75,57,75,80,15,410,"Keen Eye, Sheer Force",They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
629,Vullaby,Dark,Flying,70,55,75,45,65,60,5,90,"Big Pecks, Overcoat",Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.
630,Mandibuzz,Dark,Flying,110,65,105,55,95,80,12,395,"Big Pecks, Overcoat",It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.
631,Heatmor,Fire,,85,97,66,105,66,65,14,580,"Gluttony, Flash Fire",It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.
632,Durant,Bug,Steel,58,109,112,48,48,109,3,330,"Swarm, Hustle","They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
633,Deino,Dark,Dragon,52,65,50,45,50,38,8,173,Hustle,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous."
634,Zweilous,Dark,Dragon,72,85,70,65,70,58,14,500,Hustle,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
635,Hydreigon,Dark,Dragon,92,105,90,125,90,98,18,1600,Levitate,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack."
636,Larvesta,Bug,Fire,55,85,55,50,55,60,11,288,"Flame Body, Swarm","This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames."
637,Volcarona,Bug,Fire,85,60,65,135,105,100,16,460,"Flame Body, Swarm","When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun."
638,Cobalion,Steel,Fighting,91,90,129,90,72,108,21,2500,Justified,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.
639,Terrakion,Rock,Fighting,91,129,90,72,90,108,19,2600,Justified,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.
640,Virizion,Grass,Fighting,91,90,72,90,129,108,20,2000,Justified,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.
641,Tornadus-incarnate,Flying,,79,115,70,125,80,111,15,630,"Prankster, Defiant",The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.
642,Thundurus-incarnate,Electric,Flying,79,115,70,125,80,111,15,610,"Prankster, Defiant",Countless charred remains mar the landscape of places through which Thundurus has passed.
643,Reshiram,Dragon,Fire,100,120,100,150,120,90,32,3300,Turboblaze,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it."
644,Zekrom,Dragon,Electric,100,150,120,120,100,90,29,3450,Teravolt,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
645,Landorus-incarnate,Ground,Flying,89,125,90,115,80,101,15,680,"Sand Force, Sheer Force",Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”
646,Kyurem,Dragon,Ice,125,130,90,130,90,95,30,3250,Pressure,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out."
647,Keldeo-ordinary,Water,Fighting,91,72,90,129,90,108,14,485,Justified,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling."
648,Meloetta-aria,Normal,Psychic,100,77,77,128,128,90,6,65,Serene Grace,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
649,Genesect,Bug,Steel,71,120,95,120,95,99,15,825,Download,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma."
650,Chespin,Grass,,56,61,65,48,45,38,4,90,"Overgrow, Bulletproof","The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock."
651,Quilladin,Grass,,61,78,95,56,58,57,7,290,"Overgrow, Bulletproof",It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.
652,Chesnaught,Grass,Fighting,88,107,122,74,75,64,16,900,"Overgrow, Bulletproof",Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.
653,Fennekin,Fire,,40,45,40,62,60,60,4,94,"Blaze, Magician","Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit."
654,Braixen,Fire,,59,59,58,90,70,73,10,145,"Blaze, Magician","It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle."
655,Delphox,Fire,Psychic,75,69,72,114,100,104,15,390,"Blaze, Magician","It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future."
656,Froakie,Water,,41,56,40,62,44,71,3,70,"Torrent, Protean",It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.
657,Frogadier,Water,,54,63,52,83,56,97,6,109,"Torrent, Protean","It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away."
658,Greninja,Water,Dark,72,95,67,103,71,122,15,400,"Torrent, Protean","It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two."
659,Bunnelby,Normal,,38,36,38,32,36,57,4,50,"Pickup, Cheek Pouch",They use their large ears to dig burrows. They will dig the whole night through.
660,Diggersby,Normal,Ground,85,56,77,50,77,78,10,424,"Pickup, Cheek Pouch","With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites."
661,Fletchling,Normal,Flying,45,50,43,40,38,62,3,17,"Big Pecks, Gale Wings",These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.
662,Fletchinder,Fire,Flying,62,73,55,56,52,84,7,160,"Flame Body, Gale Wings","From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass."
663,Talonflame,Fire,Flying,78,81,71,74,69,126,12,245,"Flame Body, Gale Wings","In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air."
664,Scatterbug,Bug,,38,35,40,27,25,35,3,25,"Shield Dust, Compound Eyes","When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact."
665,Spewpa,Bug,,45,22,60,27,30,29,3,84,"Shed Skin, Friend Guard","It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them."
666,Vivillon,Bug,Flying,80,52,50,90,50,89,12,170,"Shield Dust, Compound Eyes",Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.
667,Litleo,Fire,Normal,62,50,58,73,54,72,6,135,"Rivalry, Unnerve","The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body."
668,Pyroar,Fire,Normal,86,68,72,109,66,106,15,815,"Rivalry, Unnerve",The male with the largest mane of fire is the leader of the pride.
669,Flabebe,Fairy,,44,38,39,61,79,42,1,1,"Flower Veil, Symbiosis",It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.
670,Floette,Fairy,,54,45,47,75,98,52,2,9,"Flower Veil, Symbiosis",It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.
671,Florges,Fairy,,78,65,68,112,154,75,11,100,"Flower Veil, Symbiosis","It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants."
672,Skiddo,Grass,,66,65,48,62,57,52,9,310,"Sap Sipper, Grass Pelt","Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition."
673,Gogoat,Grass,,123,100,62,97,81,68,17,910,"Sap Sipper, Grass Pelt",It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.
674,Pancham,Fighting,,67,82,62,46,48,43,6,80,"Iron Fist, Mold Breaker","It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark."
675,Pangoro,Fighting,Dark,95,124,78,69,71,58,21,1360,"Iron Fist, Mold Breaker","Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies."
676,Furfrou,Normal,,75,80,60,65,90,102,12,280,Fur Coat,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.
677,Espurr,Psychic,,62,48,54,63,60,68,3,35,"Keen Eye, Infiltrator",The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.
678,Meowstic-male,Psychic,,74,48,76,83,81,104,6,85,"Keen Eye, Infiltrator","When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
679,Honedge,Steel,Ghost,45,80,100,35,37,28,8,20,No Guard,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.
680,Doublade,Steel,Ghost,59,110,150,45,49,35,8,45,No Guard,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons."
681,Aegislash-shield,Steel,Ghost,60,50,140,50,140,60,17,530,Stance Change,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon."
682,Spritzee,Fairy,,78,52,60,63,65,23,2,5,"Healer, Aroma Veil",It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.
683,Aromatisse,Fairy,,101,72,72,99,89,29,8,155,"Healer, Aroma Veil","It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle."
684,Swirlix,Fairy,,62,48,66,59,57,49,4,35,"Sweet Veil, Unburden","To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy."
685,Slurpuff,Fairy,,82,80,86,85,75,72,8,50,"Sweet Veil, Unburden",It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.
686,Inkay,Dark,Psychic,53,54,53,37,46,45,4,35,"Contrary, Suction Cups",Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.
687,Malamar,Dark,Psychic,86,92,88,68,75,73,15,470,"Contrary, Suction Cups","It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants."
688,Binacle,Rock,Water,42,52,67,39,56,50,5,310,"Tough Claws, Sniper","Two Binacle live together on one rock. When they fight, one of them will move to a different rock."
689,Barbaracle,Rock,Water,72,105,115,54,86,68,13,960,"Tough Claws, Sniper","When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle."
690,Skrelp,Poison,Water,50,60,60,60,60,30,5,73,"Poison Point, Poison Touch","Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off."
691,Dragalge,Poison,Dragon,65,75,90,97,123,44,18,815,"Poison Point, Poison Touch","Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory."
692,Clauncher,Water,,50,53,62,58,63,44,5,83,Mega Launcher,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.
693,Clawitzer,Water,,71,73,88,120,89,59,13,353,Mega Launcher,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.
694,Helioptile,Electric,Normal,44,38,33,61,43,70,5,60,"Dry Skin, Sand Veil","They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement."
695,Heliolisk,Electric,Normal,62,55,52,109,94,109,10,210,"Dry Skin, Sand Veil",They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.
696,Tyrunt,Rock,Dragon,58,89,77,45,45,48,8,260,"Strong Jaw, Sturdy","This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild."
697,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,25,2700,"Strong Jaw, Rock Head","Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."
698,Amaura,Rock,Ice,77,59,50,67,63,46,13,252,"Refrigerate, Snow Warning",This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.
699,Aurorus,Rock,Ice,123,77,72,99,92,58,27,2250,"Refrigerate, Snow Warning","The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice."
700,Sylveon,Fairy,,95,65,65,110,130,60,10,235,"Cute Charm, Pixilate",It sends a soothing aura from its ribbonlike feelers to calm fights.
701,Hawlucha,Fighting,Flying,78,92,75,74,63,118,8,215,"Limber, Unburden","Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama."
702,Dedenne,Electric,Fairy,67,58,57,81,67,101,2,22,"Cheek Pouch, Pickup","Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances."
703,Carbink,Rock,Fairy,50,50,150,50,150,50,3,57,"Clear Body, Sturdy","Born from the temperatures and pressures deep underground, it fires beams from the stone in its head."
704,Goomy,Dragon,,45,50,35,55,75,40,3,28,"Sap Sipper, Hydration","The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out."
